recipe name,Category,Description,,,,
Instant Pot Dump and Go Seven Can Soup,lunch,"Just as described, dump seven cans in and go. Perfect for busy lifestyles when you still want a warm meal on the table on those cold winter nights. Leftovers heat well for lunches. This recipe was created in an 8 quart Instant Pot.",,,,
Dump-and-Go Instant Pot Tortilla Soup,dessert,"This is a super hands-off Instant Pot version of my favorite Allrecipes Six Can Tortilla Soup recipe. Feel free to customize the toppings with more of your favorite tortilla soup toppings, like diced avocado, sour cream, cilantro, diced red onion, etc. My rule of thumb with this soup is that if a topping is good on a taco, it's also good on top of this soup.",,,,
Instant Pot Chicken Tortilla Soup,dinner,"Our Instant Pot Chicken Tortilla Soup brings all the rich flavors of classic soup together in no time at all. We love this soup because it's so customizable. For example, we like topping it with tortilla strips, cilantro, avocado, or jalapeo, but feel free to use whatever you like.",,,,
Instant Pot Wheat Berries,dinner,"Make wheat berries in the Instant Pot, then use them as a nutty add-in or main ingredient for nearly any meal. They make a nice side dish, but can also be used in whole grain salads.",,,,
Instant Pot Peach Cobbler,dinner,Peach cobbler is now a possibility even when fresh peaches are out of season.,,,,
Instant Pot Corned Beef,dinner,"This Instant Pot corned beef recipe is easy to prep and ready in just two hours. The beef brisket is cooked with beer and garlic in an electric pressure cooker to guarantee juicy, tender corned beef every time. If you want to complete the feast, you can cook baby carrots, quartered potatoes, and cabbage wedges in the bottom of the Instant Pot while the corned beef is resting.",,,,
Easy Pressure Cooker Pot Roast,dinner,"This pressure cooker pot roast is incredibly tender and delicious. Using a pressure cooker saves time, so you can make this pot roast during the week and still manage to eat dinner at a decent hour!",,,,
Beef Stroganoff for Instant Pot,dinner,Instant Pot beef stroganoff is truly a one-pot meal! Fork-tender beef and mushrooms are cooked with the egg noodles.,,,,
Instant Pot Pinto Beans No Soaking,dinner,These Instant Pot pinto beans are super flavorful and easy.,,,,
Instant Pot Best Beef Stew,dinner,"This Instant Pot stew recipe is the ultimate, hearty, melt-in-your-mouth comfort food. It's so easy to make in an Instant Pot for a simple midweek dinner.",,,,
Instant Pot Chicken Cacciatore,breakfast,"This wonderful, traditionally slow-cooked recipe has been translated into a quick and easy pressure cooker meal. Using the Instant Pot, you get an intensely flavorful meal made in minutes that will have your family thinking you simmered this all day. Serve over spaghetti noodles, rice, cauliflower rice, or eat as a stew!",,,,
Instant Pot Venison Pot Roast,dinner,"This venison roast Instant Pot recipe came to my rescue! Cooking venison pot roast used to be a weekend-only thing for me because of the 10 hours of slow cooking it took to get the meat tender. Then there was the guesswork of when to add the veggies. If you added them in the beginning, they became mush. If you waited too long to add them, they were underdone, and to get them done, the venison got overdone. This Instant Pot recipe results in perfectly tender venison roast and perfectly crisp-tender veggies in 3 hours.",,,,
Instant Pot Beef Bone Broth,dinner,"Bone broth in the Instant Pot is easier than it seems. Don't toss those beef bones  freeze them, and when you have 2 pounds, follow this recipe to make your own with minimal prep!",,,,
Pressure Cooker Hard-Boiled Eggs,dinner,"Pressure cooker hard-boiled eggs aren't any quicker to make (the pressure cooker's usual claim to fame), but here's why it's great: it actually makes fresh eggs easy to peel! If you happen to raise chickens or have access to really fresh eggs, a pressure cooker is the best way to make hard-cooked eggs.",,,,
Instant Pot Pot Roast,dinner,"Instant Pot pot roast is a tasty family favorite, combining beef chuck, red potatoes, carrots, and herbs cooked together in one easy pressure cooker pot.",,,,
Pressure Cooker Beef Stew,dinner,"This pressure cooker beef stew was made for us as infants; my mother used to put it in the blender for us as babies. To this day, it reminds me of home. The pressure cooker makes the meat fall apart tender and cooks up in 20 minutes.",,,,
Instant Pot Mushroom Risotto,dinner,"This creamy Instant Pot risotto with softened mushrooms and a sprinkling of cheese will seem like a dish ordered at a restaurant instead of made at home. Traditionally risotto is made slowly, stirring often, adding a bit of hot stock at a time, then more stirring. It's a labor-intensive process that's worth the fuss for the finished product. However, risotto made in a pressure cooker is so simple and quick that it feels like cheating. It's not. This is the real stuff. You'll probably start making risotto far more often after you try this one.",,,,
Instant Pot Salsa Chicken,dinner,"This salsa chicken Instant Pot recipe makes an easy weeknight meal even easier. Frozen chicken breasts are combined with taco seasoning and salsa for a tasty Mexican-themed meal. You can use the meat for tacos, burrito bowls, or as a topping for baked potatoes. So many possibilities! I used this the first night for chicken quesadillas. The second night I used it as a topping for baked potatoes with shredded cheese, pickled jalapeos, and sour cream.",,,,
Pressure Cooker Chili,dinner,This hearty pressure cooker chili is delicious  so good on a cold snowy day. What's even better is having it ready within 35 minutes from start to finish!,,,,
Instant Pot Simple Steamed Crab Legs,breakfast,Learn how long to steam crab legs with this simple recipe. There is no need to go to a high-end restaurant for crab legs when you can easily do them at home in your Instant Pot. Crab legs go from the freezer to the table in 20 minutes. Save your money. It honestly doesn't get any easier than this.,,,,
Instant Pot Meatloaf,dinner,This Instant Pot meatloaf is quick to prepare and delicious. It's made a little sweet with apple.,,,,
Instant Pot Baked Beans,dinner,"This Instant Pot baked beans recipe was passed down through my French Canadian family from my grandmother to my mother and then to me many years ago. It traditionally takes hours to make, as we let the beans slow cook overnight in the oven on low heat. I transformed it into a much quicker Instant Pot recipe with great success! With this method, you don't even have to presoak the beans. These are even better the next day and freeze well, too.",,,,
Instant Pot Steel-Cut Oats,dinner,"Steel-cut oats and the Instant Pot: two of my favorite discoveries from the last 10 years. Top with ground flax seed, hemp seed, cinnamon, fruit, honey, syrup, vanilla extract, nut butter, etc.",,,,
Easy Pressure Cooker Potatoes,dinner,"Pressure cooker potatoes are the easiest way I have come up with for cooking whole, skin-on potatoes to perfection for use in whatever recipe you need them for.",,,,
Instant Pot Lasagna Soup,lunch,"Try lasagna soup in the Instant Pot for a new twist on an old favorite. Ever wonder what to do with that last little bit of marinara sauce or those broken lasagna noodles? Well, this recipe has you covered with a soup that has all of the flavors of lasagna without all of the hours in the kitchen. I've made it with fairly simple ingredients but feel free to add ground fennel seeds or herbs.",,,,
Instant Pot Basic Cabbage Rolls,dinner,"Instant Pot cabbage rolls stuffed with meatloaf mix, onion, and rice.",,,,
Pressure Cooker Corned Beef Brisket,dinner,"This pressure cooker corned beef brisket is the most tender, flavorful corned beef that you will ever eat! Cooking time includes the time for the pot to reach the proper pressure. Slicing the finished brisket with an electric knife makes for beautifully cut meat.",,,,
Afghani Kabli Pulao,dinner,This Afghan rice dice called kabuli pulao is made in a pressure cooker. The perfectly textured rice is infused with flavor from a seasoned homemade broth. You can also prepare it on your stovetop.,,,,
Instant Pot Navy Bean and Ham Soup,drink,This Instant Pot navy bean soup with ham is a meal the whole family will love. I use a package of Hurst's navy beans for this recipe but feel free to use any brand.,,,,
Frozen Pork Chops in the Instant Pot,dinner,"Make frozen pork chops in the Instant Pot. When the main component of dinner is frozen solid, it's often easier to order carry-out, but this recipe takes advantage of that frozen meat. I buy my seasonings from the Savory Spice Shop, although feel free to use what you have on hand.",,,,
Instant Pot Italian Wedding Soup,dinner,"This Instant Pot Italian wedding soup made with meatballs, pasta, and cheese is a marriage made in heaven. There are many versions of this recipe; this is mine, and I hope you enjoy it.",,,,
Copycat V8 Juice,dinner,"This V8 drink recipe is made with tomatoes, celery, onion, pepper, beet, carrot, and garlic. This vegetable juice cocktail tastes even better than the store-bought version!",,,,
Best Instant Pot Scalloped Potatoes,dinner,These Instant Pot scalloped potatoes are the ultimate side dish. They're easy to make and ready in about 30 minutes.,,,,
Instant Pot Pork Chops,dinner,These pork chops in the Instant Pot are so easy. I needed a quick way to cook tender pork chops and this method did it. My husband and 6-year-old daughter fought over the leftovers!,,,,
