recipe name,Category,Description,Instructions,Grocery Items,Grocery Quantities,Grocery Types,Total Time,Serving Size,Fused Grocery,Total Calories,Total Protein,Total Fat,Total Carbs,Total Cost
Pierogi Dough,unknown,Ukranian Pierogi ready to be stuffed with your favorite filling.,"In a large bowl mix together the flour, salt, and baking powder. Make a well in the center.
In a separate bowl mix together the vegetable oil, warm water, and beaten egg. Pour into the well of the dry ingredients. Knead dough for 8 to 10 minutes.
Cover dough and let rest for 2 hours. Roll out and fill as desired.","all-purpose flour
salt
vegetable oil
baking powder
warm water
egg","[4.0, 1.0, 2.0, 0.25, 1.0, 1.0]","cup
teaspoon
teaspoon
teaspoon
cup
",,30.0,"cup of all-purpose flour
teaspoon of salt
teaspoon of vegetable oil
teaspoon of baking powder
cup of warm water
of egg",1972.0,50.0,19.0,372.5,1.2225
24 Ways to Make Irresistible Egg Rolls,appetizer,"Egg rolls are a staple of Chinese-American cuisine that began appearing on menus in the early 20th century. A favorite for takeout joints, restaurants, and home cooks alike, sturdy egg roll wrappers are perfect for housing combinations of seafood, pork, cabbage, bean sprouts, and more. If you want to stray from traditional Asian flavors, you can make unique recipes like Cheeseburger Egg Rolls or Jalapeo Bacon Cheese Egg Rolls, or even satisfy your sweet tooth by cooking up a dessert egg roll. No matter which recipe you choose, you're sure to enjoy a crunchy treat.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Crab-Filled Egg Rolls With Ginger-Lime Dipping Sauce,appetizer,"Assemble these days ahead. Final frying takes just 2 minutes, producing a crisp hors d'oeuvre.","Place an egg-roll wrapper on a work surface. Center 3 Tbs. crabmeat on the wrapper, forming it into a log. Fold the corner closest to you tightly over the filling, then overlap right and left corners. Then, as if forming a cigarette, roll wrapper tightly, moistening the end with wet fingertips. Press to seal. Repeat with remaining wrappers and crab.
Heat oil in a Dutch oven to 300 degrees. Cook rolls, 5 at a time, turning once, until blond, about 2 minutes. Drain, cool and refrigerate in a zipper-lock bag. (Can be prepared to this point up to 3 days ahead.) Reserve oil.
Several hours before, mix dipping sauce ingredients together. Heat oven to 200 degrees. Reheat oil to 375 degrees in Dutch oven. Cook rolls again, 5 at a time, turning once, until crisp and golden brown, about 2 minutes. Drain on a rack set over a lipped cookie sheet and place in warm oven; can be held up to 20 minutes.
Cut each roll into thirds, sprinkle with cilantro and serve with dipping sauce.","egg roll wrappers
pasteurized lump crabmeat
vegetable oil
lime juice
white sugar
asian fish sauce
water
ground ginger
hot red pepper flakes
chopped fresh cilantro","[15.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 0.5, 0.5, 0.25]","
pound
quart
tablespoon
tablespoon
tablespoon
tablespoon
teaspoon
teaspoon
cup",,45.0,"of egg roll wrappers
pound of pasteurized lump crabmeat
quart of vegetable oil
tablespoon of lime juice
tablespoon of white sugar
tablespoon of asian fish sauce
tablespoon of water
teaspoon of ground ginger
teaspoon of hot red pepper flakes
cup of chopped fresh cilantro",1559.75,39.075,121.025,67.85,27.145
16 Excellent Ways to Make Egg Salad,lunch,Chef John,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Never Peel Eggs Again with These TikTok Baked Egg Hacks,breakfast,The breakfast sandwich possibilities are endless.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Eggnog I,drink,No Christmas is complete without eggnog!,"Beat eggs; mix in condensed milk, vanilla, quart of milk and salt.
Beat the whipping cream until soft peaks form. Fold in to egg and milk mixture and sprinkle with nutmeg. Serve chilled.","eggs
sweetened condensed milk
vanilla extract
milk
heavy whipping cream
ground nutmeg
salt","[6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","
 can
teaspoon
quart
pint
pinch
pinch",,11.0,"of eggs
 can of sweetened condensed milk
teaspoon of vanilla extract
quart of milk
pint of heavy whipping cream
pinch of ground nutmeg
pinch of salt",1895.0,92.0,142.0,43.4,4.6
Tom and Jerry,drink,"Almost like eggnog, but warm and creamy. We have an annual Christmas Tom & Jerry Party and this is the recipe we've perfected.","Separate the eggs. In a large bowl beat the egg whites until frothy. Whisk in 3/4 cup of the confectioners' sugar and beat until stiff peaks are formed.
Beat the egg yolks with the remaining 1/2 cup of confectioners' sugar and about 4 to 5 tablespoons of the brandy until light and lemon colored. Fold the egg whites into the egg yolks and refrigerate.
In a large stock pot heat the milk until hot but do not boil. Reduce heat and keep milk hot.
To each mug add 2 tablespoons brandy (or more to taste) and 1 large heaping tablespoon of egg mixture. Stir and fill mug with hot milk. Place another tablespoon of egg mixture on top and sprinkle with nutmeg.","eggs
confectioners' sugar
brandy
milk
ground nutmeg","[12.0, 1.25, 20.0, 24.0, 1.0]","
cup
fluid ounces
cup
pinch",,24.0,"of eggs
cup of confectioners' sugar
fluid ounces of brandy
cup of milk
pinch of ground nutmeg",4760.5,264.0,252.0,540.3,8.685
18 Christmas Desserts for Eggnog Lovers,dessert,"Vanessa Greaves is a Senior Editor at Allrecipes with nearly two decades of experience helping home cooks gain confidence in the kitchen. A self-taught cook who grew up reading cookbooks for fun, Vanessa lives and breathes the challenges faced by busy everyday cooks to get dinner on the table.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Sugar Free Eggnog,drink,This is a sugar-free version of a Christmas favorite. It is best to make it just before.,"In a large mixing bowl, mix together sugar free vanilla pudding mix, nonfat milk, sweetener, ground cinnamon, dash of nutmeg , and rum extract. Mix these very well with a wire whisk for at least 2 minutes. If this is too thick, add more milk and sweetener.","sugar-free instant vanilla pudding mix
nonfat milk
aspartame sweetener
ground cinnamon
ground nutmeg
rum flavored extract","[1.0, 5.0, 1.0, 0.25, 1.0, 1.0]"," package
cup
packet
teaspoon
pinch
teaspoon",,5.0," package of sugar-free instant vanilla pudding mix
cup of nonfat milk
packet of aspartame sweetener
teaspoon of ground cinnamon
pinch of ground nutmeg
teaspoon of rum flavored extract",451.5,40.0,0.0,60.125,2.545
Our 14 Best Empanada Recipes,appetizer,"A staple of Latin American cuisine, empanadas are delicate dough-wrapped pastries that can contain fillings ranging from meats to sweets. They're easy to wrap up for lunch on-the-go, or serve on a tray at your next tailgate for an international twist on finger foods. Here are some of our best empanada recipes to try for your next get-together.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Empanadas,appetizer,Better make plenty - these disappear fast. The unbaked dough may be frozen. The baked cookies may also be frozen.,"DAY BEFORE: Cream butter and cream cheese together until smoothly blended. Beat in the flour. Shape dough into a smooth ball, wrap in foil or cling wrap, and refrigerate overnight or up to a week.
AT BAKING TIME: Remove dough from refrigerator 30 minutes before using. Start heating oven to 375 degrees F (190 degrees C).
Roll chilled dough thin. Cut with 3 or 4 inch round cookie cutter. Place small spoonful of jam in center of each round, moisten edges with water.
Fold round over and press edges together. Bake on ungreased cookie sheet 15 to 20 minutes. Immediately roll in sugar mixed with cinnamon (traditional) OR in confectioners' sugar if preferred.","butter
cream cheese
sifted all-purpose flour
fruit preserves
white sugar
ground cinnamon","[0.5, 1.0, 1.0, 1.0, 1.0, 1.0]","cup
 package
cup
cup
cup
teaspoon",,12.0,"cup of butter
 package of cream cheese
cup of sifted all-purpose flour
cup of fruit preserves
cup of white sugar
teaspoon of ground cinnamon",2245.0,11.45,93.0,346.6,1.47
9 Energy Bite Recipes That Are Easy and Flavorful,dessert,"Make-ahead snacks can certainly come in handy during a busy week. You're hungry, but you don't have time to cook or want to make any more messes. You don't want anything from the vending machine at work, but you've long since exhausted your stash of emergency fruit bars. So how do you snack smartly? You make a stash of ""energy balls,"" which are little bites of delicious superfoods, like nut butter, coconut, cocoa nibs, seeds, and more, and you keep them in your drawer, purse, gym bag, or any other spot where your snacking pangs might hit.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Chicken Tequila Fettuccini,dinner,This dish is wonderfully different.,"In a medium saucepan, saute the cilantro, garlic and jalapeno pepper in 2 tablespoons of butter or margarine over medium heat for 4 to 5 minutes. Add the stock, tequila and lime juice. Bring the mixture to a boil and cook until reduced to a paste-like consistency. Set aside.
Pour soy sauce over the chicken and set aside for 5 minutes. Meanwhile, In a medium sized skillet, saute the onion and the red, green and yellow bell peppers with the remaining tablespoon of butter or margarine, stirring occasionally.
Meanwhile, cook fettuccini according to package directions.
When the peppers have wilted, add the chicken and soy sauce. Toss and add the reserved tequila/lime paste and cream. Bring to a boil. Gently simmer until chicken is cooked through and sauce is thick. Toss with well drained fettuccini and garnish with cilantro. Serve.","fettuccine pasta
chopped fresh cilantro
minced garlic
minced jalapeno peppers
butter
chicken stock
tequila
fresh lime juice
soy sauce
skinless
red onion
red bell pepper
yellow bell pepper
green bell pepper
heavy whipping cream","[1.0, 1.0, 2.0, 2.0, 3.0, 0.5, 3.0, 2.0, 3.0, 1.25, 0.25, 1.0, 0.5, 0.5, 1.5]"," package
cup
tablespoon
tablespoon
tablespoon
cup
tablespoon
tablespoon
tablespoon
pounds




cup",,4.0," package of fettuccine pasta
cup of chopped fresh cilantro
tablespoon of minced garlic
tablespoon of minced jalapeno peppers
tablespoon of butter
cup of chicken stock
tablespoon of tequila
tablespoon of fresh lime juice
tablespoon of soy sauce
pounds of skinless
of red onion
of red bell pepper
of yellow bell pepper
of green bell pepper
cup of heavy whipping cream",2536.5,43.55,179.825,33.4,5.42
Onion Pasta,dinner,"I came up with this simple, wonderful recipe through trial and error. It really hits the spot and only take minutes to make. My whole family loves it - even my picky 5 year old! So quick, so easy! Garnish with grated Parmesan cheese.","In a large skillet place oil, butter and onions and cook until golden brown.
Add basil, pepper, water and bouillon and cook on low heat for 10 minutes.
Add onion mixture to cooked pasta, sprinkle with cheese, toss and serve.","olive oil
butter
onions
dried basil
ground black pepper
water
chicken bouillon
uncooked pasta","[0.5, 4.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0]","cup
tablespoon

teaspoon
pinch
cup
tablespoon
pound",,5.0,"cup of olive oil
tablespoon of butter
of onions
teaspoon of dried basil
pinch of ground black pepper
cup of water
tablespoon of chicken bouillon
pound of uncooked pasta",2379.0,33.9,155.1,203.1,2.72
Pasta Con Broccoli,dinner,"This is a fresh pasta dish, best served immediately after cooking.","Cook fettuccini in a large pot of boiling salted water until ""almost"" done. Drain, and return noodles to pot.
Stir cream, butter or margarine, tomato sauce, garlic, and broccoli into the noodles. Simmer until noodles are done. Stir in sliced mushrooms, and remove from heat. Sprinkle with Parmesan cheese, and season with salt and pepper to taste.","dry fettuccine pasta
heavy whipping cream
butter
tomato sauce
minced garlic
broccoli florets
fresh sliced mushrooms
salt to taste
ground black pepper to taste
grated parmesan cheese","[4.0, 1.0, 2.0, 1.0, 0.5, 0.5, 0.25, 1.0, 1.0, 2.0]","ounces
cup
tablespoon
ounce
teaspoon
cup
cup


tablespoon",,2.0,"ounces of dry fettuccine pasta
cup of heavy whipping cream
tablespoon of butter
ounce of tomato sauce
teaspoon of minced garlic
cup of broccoli florets
cup of fresh sliced mushrooms
of salt to taste
of ground black pepper to taste
tablespoon of grated parmesan cheese",1216.25,16.175,111.15,34.0,1.625
7 Absolutely Irresistible Mexican Flan Recipes,dessert,Corey Williams is a food writer for MyRecipes and Allrecipes. She has a decade of journalism experience.,,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
Schlotskys Bread,unknown,"The dough will look resemble a batter, almost pourable. Take care not to add too much flour. If using all-purpose flour, use a little less as it is heavier than bread flour. Great to eat hot from the oven with butter.","In a small bowl stir together the warm water, sugar, and yeast. Stir to dissolve and set aside.
In a large bowl dissolve baking soda with the 1 1/2 teaspoons warm water. Add the warm milk, salt, and one cup of the flour. Beat with a wire whisk until smooth. Beat in yeast mixture and remaining flour. Batter should be thick, sticky, and smooth.
Prepare 2 pie pans with non-stick spray. Dust pans with cornmeal. Place 1/2 dough in each pie pan. Batter will spread during rising time. Spray top of dough with non-stick cooking spray. Cover and let rise for one hour.
Repeat spraying of bread with non-stick cooking spray. Bake in a preheated 375 degree F (190 degrees C) for 20 minutes.
Allow to cool for an hour before slicing.","warm water
white sugar
active dry yeast
baking soda
warm water
warm milk
salt
bread flour
cornmeal","[0.5, 1.0, 2.25, 0.25, 1.5, 0.75, 0.5, 2.5, 2.0]","cup
tablespoon
teaspoon
teaspoon
teaspoon
cup
teaspoon
cup
tablespoon",,12.0,"cup of warm water
tablespoon of white sugar
teaspoon of active dry yeast
teaspoon of baking soda
teaspoon of warm water
cup of warm milk
teaspoon of salt
cup of bread flour
tablespoon of cornmeal",1307.75,37.275,8.9,253.6,1.76
9 Great Grilled Breads That Complete the Cookout,lunch,"Carl Hanson is a Senior Editor at Allrecipes who has been writing about food and wine for nearly 20 years. He enjoys creating content that informs, entertains, and assists busy home cooks get nourishing meals on the table for their families.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
16 Flatbreads From Around the World,unknown,"From pizza crusts to taco shells, flatbreads are the basis for an endless array of dishes worldwide. Some are meals in their own right, while others make the perfect pre-meal snack. Then there are those that will set your culinary imagination off on entirely new tangents, thinking about all the recipes in which you can utilize them as a main ingredient (hello, samosadilla!) or pair them with. What's even more enticing is that, on the whole, they're relatively easy to make. So whether it's fresh focaccia or Ethiopian teff bread (injera) you're after, we've got you covered.",,,[],,,,of ,0.0,0.0,0.0,0.0,0.0
